"market_id","store_primary_category","order_protocol","total_items","subtotal","min_item_price","max_item_price","total_onshift_partners","total_busy_partners","total_outstanding_orders","created_day","created_holiday","created_at","actual_delivery_time","complaint","complaint_id"
"AREA D","mediterranean","Protocol 3",6,5650,350,1450,58.0,51.0,70,"Wednesday","NO","03:00:47","03:38:57","YES","0223"
"AREA A","american","Protocol 5",3,4227,1129,1599,26.0,24.0,30,"Friday","NO","19:58:08","20:40:57","",""
"AREA B","","Protocol 1",1,1750,1450,1450,60.0,74.0,74,"Sunday","NO","23:58:46","00:45:36","",""
"AREA E","fast","Protocol 4",2,1106,193,666,22.0,27.0,22,"Wednesday","NO","04:57:27","05:28:45","",""
"AREA F","dessert","Protocol 3",1,1543,1666,1710,"","","","Monday","NO","20:23:40","21:02:15","YES","0224"
"AREA C","other","Protocol 1",3,2046,299,1099,7.0,4.0,4,"Tuesday","NO","23:39:38","00:04:26","",""
"AREA C","mexican","Protocol 2",2,1135,235,900,18.0,7.0,4,"Friday","NO","23:25:55","00:04:20","",""
"AREA C","salad","Protocol 3",2,2320,325,325,7.0,5.0,5,"Monday","YES","22:22:21","22:52:47","",""
"AREA D","pizza","Protocol 2",1,1295,1295,1295,101.0,70.0,191,"Saturday","NO","02:09:25","03:05:54","YES","0225"
"AREA D","chinese","Protocol 3",3,2465,175,1395,119.0,124.0,195,"Saturday","NO","03:36:14","04:37:22","YES","0226"
"AREA C","","Protocol 1",3,1625,175,850,0.0,0.0,0,"Monday","YES","17:48:46","18:22:21","",""
"AREA E","sandwich","Protocol 1",2,1508,289,1219,14.0,14.0,20,"Friday","NO","19:26:45","20:17:28","",""
"AREA B","greek","Protocol 5",4,3695,299,1299,95.0,96.0,165,"Tuesday","NO","02:41:01","03:49:46","YES","0227"
"AREA B","salad","Protocol 3",1,948,748,748,39.0,38.0,61,"Monday","NO","19:29:54","20:20:56","",""
"AREA C","pizza","Protocol 3",2,1728,149,1579,25.0,24.0,24,"Sunday","NO","22:00:24","22:37:18","",""
"AREA B","italian","Protocol 1",3,3375,700,1750,71.0,54.0,73,"Thursday","NO","20:31:21","21:14:52","YES","0228"
"AREA B","chinese","Protocol 3",3,3645,895,1575,108.0,77.0,170,"Saturday","NO","01:53:18","02:41:35","YES","0229"
"AREA B","american","Protocol 3",2,968,199,769,35.0,30.0,41,"Monday","NO","19:48:47","20:31:25","",""
"AREA B","mediterranean","Protocol 5",4,3485,150,1395,23.0,14.0,16,"Thursday","NO","22:42:38","23:22:51","",""
"AREA D","pizza","Protocol 2",5,7400,1000,2000,48.0,72.0,99,"Sunday","NO","03:37:05","04:56:02","",""
"AREA B","chinese","Protocol 3",2,1500,550,950,24.0,21.0,22,"Wednesday","NO","05:07:48","05:37:12","",""
"AREA A","pizza","Protocol 5",3,3250,450,1700,50.0,48.0,60,"Saturday","NO","04:32:34","05:08:43","",""
"AREA B","american","Protocol 5",4,5835,850,2295,124.0,113.0,175,"Saturday","NO","02:11:03","03:02:37","YES","0230"
"AREA C","pizza","Protocol 3",4,2218,195,1299,19.0,17.0,23,"Monday","NO","02:06:10","03:45:32","",""
"AREA D","pizza","Protocol 1",3,3595,650,1895,51.0,49.0,56,"Tuesday","NO","01:24:06","02:25:07","",""
"AREA A","mediterranean","Protocol 5",7,1962,135,479,0.0,1.0,2,"Monday","NO","16:20:39","18:30:29","",""
"AREA D","burger","Protocol 4",4,3110,425,895,102.0,94.0,140,"Wednesday","NO","03:07:34","04:01:01","YES","0231"
"AREA E","chinese","Protocol 5",10,7740,225,1095,41.0,41.0,37,"Sunday","NO","01:51:43","02:27:05","",""
"AREA D","other","Protocol 3",2,1600,600,700,77.0,66.0,87,"Wednesday","NO","04:00:24","04:40:21","",""
"AREA A","american","Protocol 1",5,4786,329,1599,11.0,11.0,12,"Monday","YES","04:44:29","05:49:44","",""
"AREA F","japanese","Protocol 2",2,1350,350,1000,"","","","Friday","NO","02:09:06","02:56:23","",""
"AREA A","","Protocol 4",20,12570,237,849,23.0,23.0,29,"Tuesday","NO","19:58:23","21:18:47","YES","0232"
"AREA C","mexican","Protocol 1",5,3900,300,1500,"","","","Wednesday","NO","01:51:18","02:52:34","",""
"AREA D","mexican","Protocol 1",1,719,719,719,12.0,5.0,6,"Tuesday","NO","04:04:55","04:36:20","",""
"","","",2,2424,1111,1111,14.0,9.0,9,"Sunday","NO","22:05:56","22:37:13","",""
"AREA D","barbecue","Protocol 1",1,1795,1695,1695,82.0,72.0,97,"Thursday","NO","01:47:19","02:27:41","",""
"AREA B","american","Protocol 1",2,1998,599,1399,25.0,17.0,23,"Friday","NO","18:20:29","19:06:06","",""
"AREA D","dessert","Protocol 2",1,650,650,650,51.0,90.0,30,"Sunday","NO","05:30:31","05:59:30","YES","0233"
"AREA A","sandwich","Protocol 5",2,2047,985,1062,41.0,41.0,61,"Monday","NO","01:14:06","01:57:23","",""
"AREA B","fast","Protocol 4",2,883,383,500,64.0,64.0,75,"Saturday","NO","20:40:32","21:13:43","",""
"AREA C","american","Protocol 5",7,9700,950,2000,38.0,33.0,31,"Friday","NO","01:22:44","02:15:15","",""
"AREA C","asian","Protocol 1",2,964,338,338,24.0,25.0,28,"Friday","NO","20:27:25","21:11:54","YES","0234"
"AREA B","chinese","Protocol 5",5,8220,822,2150,110.0,107.0,167,"Saturday","NO","02:13:47","03:06:21","",""
"AREA B","sandwich","Protocol 2",3,3279,858,936,69.0,83.0,60,"Sunday","NO","22:35:12","23:10:49","",""
"AREA E","japanese","Protocol 1",3,2400,700,1000,18.0,16.0,23,"Wednesday","NO","03:44:09","04:24:39","YES","0235"
"AREA A","japanese","Protocol 3",4,5400,1000,1600,23.0,22.0,26,"Friday","NO","02:49:54","03:32:01","",""
"AREA C","persian","Protocol 1",2,1438,339,1099,1.0,18.0,47,"Monday","NO","05:09:28","06:44:14","",""
"AREA E","other","Protocol 1",2,998,199,799,13.0,12.0,10,"Wednesday","NO","18:56:48","19:44:08","",""
"AREA F","indian","Protocol 3",4,2385,200,1295,"","","","Tuesday","NO","04:11:29","04:50:47","YES","0236"
"AREA B","vietnamese","Protocol 5",2,1600,350,950,105.0,74.0,124,"Thursday","NO","02:00:11","02:35:53","",""
"AREA B","asian","Protocol 3",2,1290,445,845,51.0,51.0,62,"Monday","NO","21:16:02","22:01:16","",""
"AREA D","alcohol","Protocol 5",3,1525,425,675,90.0,79.0,125,"Friday","NO","01:54:42","02:38:33","YES","0237"
"AREA E","breakfast","Protocol 1",3,3135,215,1495,22.0,17.0,23,"Friday","NO","02:01:49","02:31:22","",""
"AREA D","asian","Protocol 2",3,1350,400,450,43.0,39.0,43,"Friday","NO","00:36:08","00:58:57","",""
"AREA D","mexican","Protocol 3",1,599,599,599,69.0,69.0,85,"Thursday","NO","20:30:19","20:55:51","",""
"AREA D","vietnamese","Protocol 5",1,845,795,795,14.0,15.0,18,"Wednesday","NO","22:36:42","23:02:30","",""
"AREA E","chinese","Protocol 1",3,1595,125,895,43.0,35.0,39,"Thursday","NO","02:01:49","02:37:52","YES","0238"
"AREA D","sandwich","Protocol 3",4,3000,250,1100,69.0,68.0,125,"Sunday","NO","02:48:14","03:59:56","",""
"AREA D","thai","Protocol 2",4,4200,150,1200,65.0,46.0,59,"Wednesday","NO","04:19:58","04:47:43","YES","0239"
"AREA A","mediterranean","Protocol 5",2,2495,1195,1250,48.0,47.0,65,"Sunday","NO","03:01:50","04:01:56","",""
"AREA A","korean","Protocol 1",5,5575,695,1495,3.0,2.0,1,"Tuesday","NO","22:04:16","23:02:17","",""
"AREA B","other","Protocol 3",2,2800,975,975,37.0,31.0,31,"Sunday","NO","00:11:52","01:35:03","",""
"AREA D","bubble-tea","Protocol 5",4,2080,478,492,40.0,43.0,57,"Monday","NO","00:41:46","01:48:04","",""
"AREA F","vietnamese","Protocol 3",2,2045,995,1050,"","","","Saturday","NO","02:20:32","03:04:36","",""
"AREA D","french","Protocol 2",2,2550,1275,1275,52.0,47.0,55,"Saturday","NO","21:07:21","21:43:58","",""
"AREA E","american","Protocol 1",4,3710,325,1595,14.0,13.0,28,"Tuesday","NO","02:49:05","04:15:00","",""
"AREA E","asian","Protocol 5",2,1320,625,695,65.0,61.0,100,"Saturday","NO","03:40:15","04:25:26","YES","0240"
"AREA D","burger","Protocol 2",5,3125,250,700,40.0,41.0,54,"Friday","NO","19:54:36","20:23:57","",""
"AREA D","seafood","Protocol 3",3,4497,599,799,68.0,65.0,101,"Sunday","NO","01:10:58","01:44:51","",""
"AREA D","japanese","Protocol 3",4,4435,450,1395,54.0,61.0,90,"Tuesday","NO","04:10:49","04:47:41","",""
"AREA D","greek","Protocol 5",1,2099,2099,2099,46.0,42.0,46,"Wednesday","NO","04:42:53","05:20:31","",""
"AREA D","american","Protocol 5",2,1325,250,925,13.0,11.0,12,"Friday","NO","23:08:27","00:00:48","",""
"AREA B","pizza","Protocol 5",5,3738,220,1209,107.0,106.0,185,"Saturday","NO","03:01:11","04:01:21","",""
"AREA D","pizza","Protocol 3",2,1898,949,949,90.0,89.0,117,"Thursday","NO","02:39:49","03:14:27","",""
"AREA C","japanese","Protocol 1",5,3865,345,1355,11.0,6.0,6,"Saturday","NO","00:30:11","01:30:42","",""
"AREA A","sandwich","Protocol 5",3,2625,325,1205,49.0,49.0,112,"Monday","NO","03:05:07","05:09:10","YES","0241"
"AREA B","american","Protocol 3",2,1945,950,995,98.0,94.0,126,"Wednesday","NO","03:33:58","04:06:00","",""
"AREA B","alcohol","Protocol 3",2,2498,799,1399,134.0,104.0,193,"Saturday","NO","02:45:03","03:27:19","YES","0242"
"AREA E","pizza","Protocol 1",1,999,999,999,15.0,13.0,15,"Sunday","NO","20:25:56","21:07:52","",""
"AREA C","american","Protocol 3",1,1275,1275,1275,29.0,24.0,22,"Saturday","NO","04:48:17","05:28:52","",""
"AREA A","thai","Protocol 1",3,1475,225,700,38.0,38.0,47,"Tuesday","NO","02:11:28","03:36:59","",""
"AREA A","chinese","Protocol 5",4,2950,450,900,0.0,0.0,0,"Friday","NO","04:39:19","05:22:09","",""
"AREA E","chinese","Protocol 4",2,1420,710,710,7.0,7.0,8,"Monday","NO","23:02:41","23:59:10","",""
"AREA C","american","Protocol 5",4,4030,695,1025,5.0,2.0,2,"Sunday","NO","21:39:22","22:14:28","YES","0243"
"AREA B","mexican","Protocol 2",8,4030,295,745,56.0,69.0,107,"Sunday","NO","05:06:15","05:55:07","YES","0244"
"AREA D","mediterranean","Protocol 2",2,2345,895,1450,45.0,71.0,45,"Sunday","NO","05:24:12","06:05:40","",""
"AREA C","pizza","Protocol 1",1,600,600,600,14.0,9.0,10,"Friday","NO","21:51:02","22:24:13","",""
"AREA D","italian","Protocol 1",6,10590,499,2099,12.0,13.0,13,"Thursday","NO","04:27:13","05:35:17","",""
